Symbol	D_TGFb_R1
TMEM45A	8.574698602
FEZF2	3.786097804
TAPBPL	5.940578741
IFT57	8.88891314
ARGLU1	8.4173758
KIF26B	5.786362416
SOBP	5.416639042
RADX	5.535710579
CCDC186	6.74550878
SLC38A4	4.106655783
MED9	6.32301787
TMEM51	8.577545798
NTAQ1	9.207185039
GPATCH1	7.0600213
SAMD4B	6.542657656
EBLN2	6.555303447
WDR70	8.432146203
DMAC2	9.131091738
ATG2B	6.64585248
RALGPS2	6.560522516
GPATCH2	6.087856187
SLFN12	6.498931234
ANO1	4.692327351
BSDC1	8.106163779
AGGF1	7.405465425
MAGOHB	7.088420906
DYNC2I1	6.052334676
XKR8	8.331113832
ARHGAP17	8.601260761
TMEM39B	7.758462545
SLC6A15	6.662173079
CRTAC1	4.903149476
PRPF38B	7.346806448
FANCL	9.23184364
PIWIL2	4.914108385
CEP192	7.258369188
HEATR1	8.964600895
TRIM68	7.50450705
ANO10	7.97731017
ODAD2	4.627617898
RBM28	8.645093375
SRBD1	7.452073316
WRAP53	7.969343068
FAM90A1	4.988780458
ANKZF1	7.337859583
ELP3	7.864611203
HAUS2	8.124652389
CDCA8	9.482090967
LRRC8D	8.935401039
THAP1	7.609670394
ZDHHC4	7.269475994
RBM23	8.99737142
UBR7	9.040514387
MTPAP	8.153635281
C19orf73	6.05471788
TMEM38B	8.211494501
DALRD3	7.030232911
SDAD1	8.400296678
ARMC1	9.661009187
DARS2	8.029950795
RFWD3	8.00985281
ARHGEF10L	6.547067616
TMEM33	7.348074406
PNPO	8.097812926
SHQ1	8.618856779
CEP55	10.2463572
CENPQ	6.920009277
MSL2	7.358916585
MRPS18A	8.321809202
TBCCD1	7.055595761
DNAAF2	8.353168434
MRPS10	9.546684963
KLHL11	4.905161403
SEC61A2	6.063711434
RMDN3	8.245812284
MRM3	8.505823562
FAIM	8.600374979
LINS1	5.907806804
SMG8	8.468002507
RNF220	8.315051507
DZANK1	5.554862517
SLC25A36	8.588795937
VPS13D	6.231235903
RIC8B	7.106365962
NUDT11	6.422168838
NADSYN1	7.012373691
DNAJC17	6.871062597
PBRM1	7.441651641
EVA1B	7.212876189
CCDC198	5.395727199
RESF1	6.645137201
RPRD1A	7.912805925
APPL2	7.75537103
FAM86C1P	5.785140213
PLEKHG6	5.594713263
MAP1S	6.923826298
LGI2	5.908644747
GOLPH3L	8.840620306
ZNF532	8.050616834
SBNO1	7.30671514
ARL8B	10.35163726
DCUN1D2	6.512459649
SETD5	6.919602968
DPPA4	4.111014064
BBS7	6.769512846
RCBTB1	6.942098143
P3H2	8.514177809
FANCI	7.995710165
NKAPD1	6.937432656
TMLHE	5.886170163
EXD2	7.014738102
MACO1	7.185496472
KLHDC8A	5.624892414
LRRC20	7.540252274
TRIM62	6.022562981
ETNK2	5.496921779
RAVER2	5.642827478
NAT10	8.299163176
LRRC1	7.027982875
PNMA8A	5.924238823
PANK4	7.384040668
CCDC87	5.120133163
MOB1A	8.723520221
SMU1	7.505953689
UBA6	8.116976323
VRTN	5.565878127
SLC38A7	6.881426995
OGFOD1	8.060756085
STEAP3	7.674595083
KIRREL1	7.911038597
SLC47A1	5.381348947
UQCC1	7.783584776
CCDC25	7.599174213
NEIL3	7.965355868
PACC1	6.936764245
YY1AP1	8.861520061
PCMTD2	7.869371108
ASXL2	8.402951099
TYW1	7.97296624
TMEM39A	7.495373933
WDR41	8.812678795
ADI1	9.559772228
MRGBP	8.39997711
THNSL2	6.08006393
DNAI7	4.29342632
TMEM143	6.45744066
TRAPPC14	6.64516588
TMEM19	7.751614582
PRR34	5.871905089
ECHDC2	7.602504625
PSPC1	7.668847539
NUDT15	9.099294114
IMP3	9.600691919
TMEM100	4.634539383
PHF10	8.252072396
VPS53	5.130418647
FGGY	6.739018343
QRSL1	6.478865531
ZNF654	6.811928161
CWF19L1	7.566121652
TMEM140	5.666501018
LRRC36	5.80994866
MCOLN3	7.362048227
UBE2W	8.107877487
RBM41	6.834386275
PGCKA1	5.959260666
TMEM40	6.123201177
RHOT1	8.734857613
ACOXL	4.675817577
BRF2	7.139100814
PPP6R3	8.676078428
UEVLD	7.795323642
FBXW7	7.308055208
KLHL26	6.006155963
TBC1D19	7.254221978
CCDC91	7.005669254
RNF121	7.69548806
BRIX1	8.110387945
OLAH	4.876181261
GIMAP4	3.657643059
SPTLC3	4.476889727
DDX19A	8.26311273
ZNF444	7.530028513
RFK	9.085912378
CPPED1	6.789809607
TMEM144	5.944240007
SLC29A3	6.943480975
RSAD1	7.688728631
AP5S1	7.742993928
TMA16	7.292809328
MIS18BP1	5.985216361
TMEM74B	5.529425951
C5orf22	7.055400853
LARP6	9.374793012
ABCF3	7.36336949
UFSP2	8.488250631
AGPAT5	8.274820217
LIN7C	8.769186798
RNLS	5.858019079
MNS1	6.449939937
DRAM1	8.571104843
SLC39A9	7.012902113
NIPSNAP3B	4.777418329
FBXL8	4.839857297
SHFL	7.01091391
LINC01949	4.623388122
LSG1	8.098220058
SLC35C1	6.965241359
PLCXD1	7.162449117
TCP11L1	7.418193562
ABHD10	8.71571822
VNN3P	4.424474826
STK32B	6.090542321
LAPTM4B	11.19442268
HJURP	9.725590142
TBC1D2	7.071867122
STYK1	5.432589564
PI4K2A	7.176544462
IMPACT	6.228748139
TMEM176A	5.450512346
LGR4	7.244476707
PIDD1	6.352792978
TMCO6	6.814912231
LRRC59	10.2860599
MEG3	5.884003985
MCM10	7.838925886
NCBP3	6.877538895
ZNF331	6.8355892
SIRPG	4.30113366
GPALPP1	6.965261673
YOD1	6.443470545
AP1AR	5.627387448
CAMK2N1	7.955119756
CSGALNACT2	7.937350202
DNAJA4	5.884197066
NDUFAF7	6.819765224
PARL	9.019880944
ETNK1	7.31254563
CHST12	7.163121538
TRPV6	5.13079542
NOP10	11.93765085
MACROH2A2	7.561817863
GPRC5D	5.179857132
SLC35E3	7.284826755
BATF3	7.391183837
DDX43	5.52753564
SAGE1	3.889140413
SMPD3	4.87797055
ASIC4	5.311964266
ELAC1	5.782586563
TRIM36	5.943698629
DHTKD1	7.212217447
SLC30A10	3.865799063
MAML3	5.814430579
KCNQ1DN	5.331378678
IL17RB	5.725250378
RBM38	6.481963735
KLK15	4.797566829
ENOSF1	8.077243187
PLXNA3	5.625718318
HAUS7	8.422251581
ZNF821	6.067780922
DNAH3	5.118794815
GALNT10	8.649002934
CDV3	9.129958884
STAB2	4.824976753
NAGK	9.872212812
SUPT20H	7.433969034
CHRNA9	6.178050854
UBE2Q1	7.534250246
BMP2K	6.331854046
VEZT	6.64426566
GOLGA2P5	5.148623231
ZCCHC8	7.953877783
DDX60	7.057529123
CDKN2AIP	8.011512661
TENT5A	6.996599018
CARMIL1	7.384019528
PPP1R9A	5.666399427
ANKRD10	7.409878216
VPS50	6.287309882
FERMT1	9.506059523
KIF16B	6.271155699
PRR5	6.462461716
ASAP3	5.877376304
TASP1	7.262628494
DOCK10	6.321114817
STAP2	6.616373699
TRMT1	7.434442124
TTC27	8.512883614
THUMPD1	8.850759901
POMGNT1	7.024946863
ZDHHC7	9.47853917
AMBRA1	6.240106943
ZNF407	6.009660579
PNRC2	9.748091471
SLC39A4	8.821066103
LRRC40	8.660405527
TBC1D22B	5.607428926
KRABD4	6.940973494
DEPDC1	8.25742146
CHD7	7.34921905
SYBU	6.067161494
FLVCR2	5.625555987
OSGEP	7.836831971
RAB20	7.071695753
PIGV	7.752080329
NHP2	11.54288648
SLC48A1	6.181289593
BCAS4	6.700188472
TMEM127	8.122934555
NLRP2	5.293583406
INTS8	9.669820109
ZNF692	6.932498237
RNF126	7.891660248
PRPF40A	8.672995778
DDX27	9.221395643
HIF1AN	7.571173538
ZNF446	6.780824059
CDC37L1	6.575985016
URGCP	7.099952529
NPLOC4	9.431124525
DENND4C	7.032883685
GPATCH2L	6.202565701
MFN1	7.408214212
PEX26	6.348890878
PPP4R3A	7.793083069
NBPF1	7.516290288
LIMS2	6.207379095
RUFY2	5.441964999
SCYL2	8.382401614
KANSL3	8.056206069
RABL6	7.38763537
MREG	7.472079813
TRMU	6.89667659
YEATS2	7.270994827
PACS1	6.656618893
FRMD4A	5.939317591
LUC7L	7.8234969
KDM4D	5.739468715
NSUN5	8.748452026
RBM22	9.140058971
VAC14	6.293590952
IARS2	10.61757496
MAP7D1	9.529752112
ARHGEF40	8.58883071
YJU2	7.059002957
POLR3B	7.035114933
CCDC88A	6.213982293
IPO9	8.592216788
NDC1	8.445708582
NECAP2	7.746757784
KBTBD4	6.609278019
FAR2	5.331098078
ZNF334	4.488256158
TENM3	5.981705595
DOK4	7.140366981
LMBR1L	7.187560965
WDR11	8.082611553
SLF2	7.361486951
TSR1	8.244522523
IQCC	5.737296708
CEP72	6.35558741
ASF1B	8.638122883
INTS13	9.733512397
BTBD7	7.777771704
ATF7IP	7.229972912
FAM222B	7.922406681
FIRRM	7.681850284
HHAT	6.703786066
ZFP64	6.330151142
DNAJC11	7.796805214
VPS35	10.05922677
ARFGAP1	8.4988708
NAXD	8.377849673
ENAH	7.444487408
EDEM2	7.777247994
PARVA	7.506892459
CHFR	8.487710309
COA1	6.686096017
AP5M1	7.049641645
NUP133	7.36018195
CNDP2	9.558188978
AGK	8.10353
TMEM184C	8.528900688
SEPTIN11	7.649192834
OGDHL	5.806548546
TMEM30A	9.608288464
CDK5RAP2	7.492960302
INTS9	7.239605172
UGGT2	6.491885507
RCOR3	7.71059752
WDR12	8.360595888
DHX32	9.628705815
TTC17	6.767716988
ZNF701	5.638996298
EXOC1	9.202443293
IFT122	5.172599156
INAVA	9.088089706
H2AJ	7.539373956
NGLY1	7.086433211
ZNF83	6.056600854
EXOC2	7.062399279
PRR11	9.723901335
TDP1	7.665996962
SAYSD1	7.09524444
MBD5	6.170493918
ZNF839	6.366303507
CFAP44	5.139808751
RIOK2	7.543366919
MCTP2	4.840155109
FGD6	7.998762495
ZNF415	5.164591089
TXLNG	6.472518181
LMBRD1	9.351005629
CSGALNACT1	6.440714416
LRIF1	8.704774645
MINDY1	6.712761323
DDX28	6.945718932
PCID2	8.636017652
MBNL3	5.28295847
METTL2B	5.506786004
CACNA2D3	3.974795082
SCN3B	4.406955198
IL26	3.687486253
DCP1A	7.700421693
ADAP2	5.745467891
LRP2BP	4.602239914
HR	6.530892546
FOXJ2	7.519267855
ADCY10	3.965307575
SPATA7	6.591144339
UTP6	8.943463889
TSNAXIP1	5.521146842
DOK5	5.113505584
KDM3A	8.278931513
RNF130	6.467995322
ALLC	4.616638154
VPS11	7.251530183
PECR	7.756315687
DCAF6	8.812503832
GLT8D1	9.06131716
CAND1	6.86640162
UBAP2	9.744180725
CPAP	6.413556061
EAPP	8.891591431
CENPN	9.181121266
EAF2	5.9869089
WWC3	8.368370834
PPP2R2D	7.375849309
ITFG2	6.362643665
CISD1	9.839359231
PLGRKT	9.501834893
USE1	7.340227656
PSENEN	9.236582876
TEX2	8.237474096
IDI2-AS1	5.219668083
ZC3H15	9.677714471
ACOT13	9.329782613
KIZ	6.697913778
TMEM165	8.879247616
BEX1	5.242558367
ACTR10	10.97975316
ECHDC1	9.431525964
TMEM126B	9.965620897
SLC22A11	4.707141778
ASH1L	6.794514693
PBK	10.24503957
GSDMB	5.799697711
GABRQ	5.198279006
WSB2	10.83850665
LMO3	4.614683786
ZKSCAN7	4.634658325
GPRC5C	6.816254123
LENEP	4.92400582
MYNN	7.110779057
ZNF395	7.651220238
UNC45A	7.410892595
ZNF302	7.69762733
RNF114	8.99826231
ZC4H2	7.100086885
CMAS	8.087007203
ANGPTL8	4.644566233
BIN3	7.646078118
APOBR	4.947589363
ERBIN	8.467974699
LANCL2	8.398293164
NXT2	8.050816232
NKRF	8.489124604
MYO5C	6.789970253
APOM	5.786923869
ZMAT5	6.9014388
LIN37	7.250568681
KLHL9	6.705976301
AJAP1	4.804362559
NSFL1C	8.81273168
GNG12	9.725187468
SLC25A40	7.853119816
BCAP29	8.809693442
SLC50A1	7.729965605
KLHL7	8.35538195
NXF3	4.494981637
SMG9	6.22718613
BARX1	5.066194092
PDGFC	10.93621291
UBFD1	8.156235791
KLHL4	4.067461377
PCDHGB6	3.946517619
PCDHGA9	5.445205365
PCDHGA3	4.92273894
PCDHB13	5.683837801
PCDHB12	5.426746291
PCDHB11	5.434783541
PCDHB8	4.770534719
PCDHB6	5.547035665
PCDHA5	5.50348238
TEX15	4.689737352
TEX14	4.300772517
TEX13B	4.999364637
TEX13A	4.61189183
TEX12	3.865724633
TEX11	4.052025501
RNF17	4.348954141
TDRD1	4.168759337
DNAH7	4.816155721
ANKH	5.946497494
MOSPD1	8.82600745
ZNF253	5.852087947
BTNL2	5.153202389
EPCIP	5.091607336
CRTAM	3.787161884
TMX4	7.522948262
MEPCE	9.028288453
CTNNBL1	9.22019101
C8orf44	5.614906548
KYAT3	8.73076177
IRGC	4.641734916
WDR45B	9.885182765
BEX4	6.159679711
GKN1	4.341914297
PARD3	7.487523814
IL36G	4.832698761
SLC7A10	4.550066767
TRPV5	4.812021162
ANKRD7	4.090309907
METTL3	8.181489874
PRMT8	4.678937226
CABP5	4.705954213
LTB4R2	4.992766459
CTPS2	7.434794286
RPRM	5.205775276
EIF4ENIF1	7.087078735
DNAJC12	6.038348597
MMP26	4.464946545
CHST7	7.354260408
CYP26B1	6.685679935
ERO1B	4.975027113
SLC2A9	6.013661949
DIABLO	10.26424403
INPP5E	7.45220664
BCCIP	8.041242239
EIF5A2	6.386847101
TMPRSS4	5.483940676
CLDND1	8.884013698
TWNK	7.604844625
NPDC1	7.117783372
OR2S2	4.7912213
KCNK13	4.045451252
KCNK12	4.690970452
MUC13	5.274680358
AKIP1	8.81006172
C11orf16	6.609441344
TMEM9B	8.940475894
NRIP3	7.948727224
ASCL3	4.804699272
SAR1A	9.57102282
CFAP298	8.308810627
RETN	5.298055665
SLC2A4RG	8.053512571
ZC3HAV1	7.841375111
SLAMF8	4.768708204
GPR137	5.899751933
SPHK2	7.202751164
EMC7	9.054580677
CDC42SE1	9.503716119
UGGT1	7.745929611
KCMF1	9.377961895
TM9SF3	9.903924841
MDM1	6.348264398
LGALS14	4.538050671
TCIM	6.554675789
UBQLN4	7.53853199
AGPAT3	6.196363969
AGPAT4	7.004017562
WRNIP1	6.339475424
BDH2	7.65596193
ANKS1B	4.349224981
COXFA4L2	5.438875709
PNO1	9.197746231
PAPOLB	4.003996867
SH3GLB2	6.604578084
C15orf39	6.032898294
THAP10	8.26150084
STARD7	10.85128623
MAP3K7CL	5.592227957
IFT46	8.041023295
C1GALT1	8.113847569
OTOR	4.689518015
EXOSC5	8.368623315
SLC19A4P	4.197770028
SEMA3G	4.598323875
MCCC1	7.76604798
PAK6	5.427079366
LXN	7.711273195
SPPL2B	6.166637467
FEM1C	7.938160845
CA10	4.084336572
SMCO4	8.393284582
CCDC177	5.080407749
PMEPA1	11.0493736
BMAL2	7.272840538
DUSP22	8.725430029
HMCES	6.922887172
CMC2	10.94069659
ENY2	8.887036751
OLFML3	5.406393738
MRPS22	9.647536676
EMSY	5.789252556
MFF	9.020870327
SDR39U1	8.773665288
XAB2	6.124480815
SMYD2	7.869155228
C5orf15	10.40120205
NT5M	5.724489894
NIT2	9.783211241
MEPE	5.304772497
PARP6	7.808606384
C14orf132	5.896537776
RPL23AP32	6.460236566
PRDM8	5.529734357
PRDM9	3.997325032
PRDM10	7.042568873
PRDM11	4.702582343
POGLUT1	7.946884416
PSMG2	10.85295221
ADPRM	7.209256139
DTWD1	6.665599066
BBX	9.115374839
KIF15	7.033352357
TOMM22	9.361861086
CHPT1	7.970195983
TULP4	7.675236495
SLC12A9	5.915743141
COQ8A	6.8913994
CTNNBIP1	7.853073611
ADAMTS9	5.749533707
GSN-AS1	4.899766222
SDHAF3	8.255365645
CCDC47	8.9068607
ACKR3	7.98398925
AKR1B10	6.091896703
COQ9	9.024499372
CCNL1	7.790320063
CIAPIN1	8.865639255
VPS35L	7.987736412
SLC17A7	5.50821842
ANKMY2	8.647694925
RARS2	7.378004356
TWSG1	9.30489576
PLSCR2	4.081188922
UTP3	9.61607676
NAG18	3.902585455
CHRNA10	4.705148893
PCBP4	7.588051575
DDX24	9.001118293
KNL1	5.88094534
SLC17A6	3.886721828
PLSCR4	5.285228402
ENTPD7	6.844698168
CASS4	3.848349663
PCNP	10.20980346
RPGRIP1	5.022935566
PARP11	5.212253537
AVEN	8.795376927
ANO2	4.479263543
FERRY3	8.134813734
TIGAR	8.824147114
PNPLA2	7.39317521
CYSLTR2	4.967938129
PDSS2	6.976296874
REXO4	7.847169449
PLAAT1	5.564571085
RAB25	5.62189581
TRPC7	3.913061156
PGLYRP4	5.152193977
INTS12	8.899337575
CAMK1D	6.248427154
NUP107	10.07510284
CD248	5.91628753
PLXDC1	5.095944527
CD177	5.202076758
RHBG	6.044105235
LYRM4	8.664507756
ATP13A1	7.776723534
CHMP1B	9.038298634
MAN1C1	4.713708327
APMAP	10.56692448
RNPEPL1	7.048264103
RTN4	10.35364917
PAK5	5.04057892
LDAF1	7.208686395
SCYL3	6.335621438
RALGAPB	7.59269721
LYRM1	8.974152266
SMIM8	5.994637753
LYZL6	5.282694026
SLURP1	4.971825182
SMURF1	7.625000865
PHTF2	7.145069375
JPH2	5.626304522
PELI2	4.989430102
PELI1	7.36622818
GJC2	6.053902079
DOLPP1	8.195540641
CAMK1G	4.994194069
CORO1B	8.00751226
ZMIZ1	8.420273143
ACTR3B	6.422670066
NIPAL3	6.426139397
THOC2	7.690040352
ADAMTSL3	5.079381557
VN1R1	4.611192093
MCOLN1	7.362630464
ATP10A	6.166399349
ATP8B2	7.563586116
ATP10D	7.507995888
ZNF248	5.954774432
ADGRG6	7.5306679
GFOD3P	6.472071446
SPRYD7	5.957410763
CEMIP	4.955872035
THAP11	8.587508523
PPP4R3B	6.928044323
LYRM2	8.205669782
SMAGP	8.810225318
SLC4A10	3.635838885
KIR2DL5A	5.024608788
PBXIP1	7.054499676
CBX8	5.857617787
RCN3	5.896480375
ZNF286A	6.137057772
ZNF287	4.76532794
SENP7	4.767541304
JPH3	4.875906225
ZNF304	6.45229329
TTYH1	4.690455028
GJD2	5.504070996
AICDA	3.991246027
MRS2	7.808087475
CLK4	6.02697512
LOC57399	3.732755674
S100A14	6.268911914
RAB22A	9.309489211
CYP20A1	7.669374882
SPC25	8.569290317
ABHD6	6.177391271
LRTM1	4.399123863
CEP15	8.582052517
WDR18	8.430384788
SLC24A3	4.409593837
NDRG3	7.92536029
NDRG2	5.670961635
PPM1H	6.039850938
SCAF4	6.269196825
SLC12A5	4.560802556
LRRC47	9.829500379
CNOT6	8.665722389
ZNF512B	6.910187668
HEG1	8.333379105
MRTFB	7.098533159
KIDINS220	6.89267571
NLGN4X	4.066864166
MAVS	7.31451859
MTUS1	6.02438675
CASKIN2	6.156530047
SERINC1	10.48050554
ELAPOR1	4.991570686
ALPK3	4.997257649
TAOK1	8.33250481
MICAL3	5.696277294
SEMA6A	5.215308952
STAMBPL1	7.116969632
TRMT5	10.73028212
DOCK6	6.179139423
ZNF471	4.169956437
KIF17	5.507210985
FAM135A	6.255975909
SYT13	5.935486121
MRTFA	7.011583337
BEGAIN	5.425149201
WDR48	7.501082954
USP36	6.429176824
JCAD	5.325805033
RANBP10	6.192399059
FAM234B	6.217101474
KLHL1	5.176824846
EP400	7.31212585
MYH7B	4.30437803
POGK	8.386564986
CALCOCO1	6.911812679
USP29	4.262094763
PLEKHA4	5.171744681
EPB41L5	6.651666406
CHD8	7.676040479
SHTN1	8.317182614
DENND1A	7.071120911
MEAK7	7.027543589
KIAA1614	5.469016348
ZNF529	5.952796812
SEMA4G	5.33143742
PRX	4.809893105
PPP4R4	4.249385307
GPR107	6.890395441
WDR19	6.758637094
ANKRD36B	6.991661376
SPTBN4	5.362960524
GBA3	4.398361051
SCUBE2	4.356452636
TRIB3	8.8474282
ANKRA2	7.462253919
MARK4	7.821796028
SUGP1	6.961062554
BRINP2	4.366088554
GATAD1	7.703358715
RAB40C	6.078997181
POLD4	8.761308439
CCAR2	5.940222175
HAMP	5.1769526
G6PC2	4.749359206
LSM2	8.96170071
CCNB1IP1	9.90031352
CCDC181	4.31041045
SLAMF7	5.128306634
HMHB1	4.364323662
RAP2C	9.032900734
C6orf47	7.168954037
CATSPERG	4.63338277
KRTAP5-8	6.500610099
CYP4F11	4.946538139
SLC4A5	5.163139122
CADM3	6.094377028
MUC3B	6.018190801
PTBP2	7.100467809
NGB	5.469924019
NEUROD4	4.643087247
WFDC1	4.502246798
CTDSP1	8.352388942
SQOR	9.615978094
PLEKHB1	4.79655918
SRPRB	9.119750294
ENOPH1	10.25611352
LINC00474	3.767243279
ZBED5	9.396497081
CREBZF	7.066770109
PCTP	8.470832044
JAM2	4.978382462
OVOL2	5.658727693
PRUNE1	6.174269794
MYL7	6.145061435
ZNF250	5.54453687
OPRPN	4.119385033
ARHGAP22	5.549751014
PRODH2	5.54839629
DNASE2B	3.93582398
EPS15L1	6.086814738
RBM25	8.79681444
MID1IP1	7.231567438
RRAGD	7.137551393
MYOZ1	5.537140261
SNX6	9.588015926
IL22RA1	5.937551416
PGAP6	7.932288566
IL21	4.720036709
HIVEP3	6.395796417
ACE2	4.118368241
UBL5	10.73212653
SIGIRR	7.729740649
PRDM12	5.413870949
PRDM13	4.670144724
PLEKHA1	9.442736503
PLEKHA2	7.284766107
HRH4	3.712882066
TRPV4	5.370181421
SCPEP1	7.498494431
SENP2	7.208709093
ALOXE3	4.660719008
TPT1P8	4.420968628
ZNF350	5.876852898
KLHL12	8.058389318
PBOV1	3.877697579
TMEM35A	3.965654029
AFAP1	5.981394561
GPBP1L1	7.888675087
MYG1	8.724387762
FAM3A	7.181102202
AVPI1	7.840375215
TSKS	4.572586965
EDA2R	5.18915907
TGIF2	6.321487762
BACH2	5.164504523
ELOVL5	7.98212389
SLC5A7	4.195107624
HAPLN2	4.967363739
SAV1	7.478089139
TRMT11	8.79194315
MRPS35	10.00110062
APOBEC3G	5.449415379
PPCDC	6.583670748
NIF3L1	9.336409139
CCDC90B	9.655426659
FASTKD5	8.68057365
CCDC81	4.419663043
HPSE2	4.543136526
AASDHPPT	9.318487585
NYX	5.402258667
AGBL5	7.054873209
LDAH	7.244108707
ELAC2	7.124321329
ALX4	5.055476961
GUF1	7.381054649
SPCS3	9.764092376
NAA35	8.53119583
RINT1	8.000449003
KCNK15	4.840861577
DHX35	6.040566729
MIIP	7.534581144
ATG101	9.721767026
PAPPA2	5.131829619
FKBP10	6.828847993
SMAP1	9.214548663
TRAPPC11	6.956037395
ZFAND3	7.421530687
C14orf93	5.728371188
BCORL1	6.703880393
SRR	7.105989416
BCAN	5.29496614
ABHD4	6.777478809
MRPL17	10.39538514
PKNOX2	5.211009555
FAM204A	6.953296839
RNF123	6.982277205
THADA	7.03463954
UBE2O	6.794694798
VIPAS39	7.470533257
PIEZO2	4.252168385
HEATR6	7.366469542
SH2D4A	7.454797516
NSUN3	6.557047759
FAM111A	9.553423266
DUSP21	4.456482905
GPATCH3	7.199510166
SLC17A9	5.319573194
ELMO2	7.592187701
GALNT11	8.540091858
FAM200C	6.706754509
TNN	4.640958747
CIDEC	5.714093629
ZNF335	5.971145774
ANKEF1	5.737692152
CHP2	4.74787783
XPNPEP3	6.530106771
MRPS14	8.862465105
STEEP1	6.012581505
ZNF667	5.278625485
PCIF1	6.638114985
GPSM3	6.555349412
NECAB3	6.927285277
FKBPL	6.973721998
CLSPN	5.616457231
TP53AIP1	4.863039931
KIF13A	6.329271458
NEUROG2	3.906177885
NEUROD6	4.920602897
PRDM16	4.64847105
PRDM14	5.500883946
ANO3	3.932281376
TSPYL2	7.128456735
RBM26	6.223859132
PRSS22	6.107841082
OXCT2	5.680871804
PERP	9.256851177
MMP27	4.305042303
NPAS3	5.16432053
LHPP	6.673116059
SLC28A3	4.203759828
RBKS	7.322833186
PBLD	6.339161023
GOLPH3	10.48904452
CLSTN2	4.383173499
MCCC2	7.971056344
SNX16	7.202579606
POPDC2	4.236783685
SAMSN1	4.439864341
GFRA4	5.321980007
EPB41L4A	4.565430746
ELSPBP1	4.793949833
TNMD	4.108771045
NPFFR1	5.866106265
RTP4	4.629432259
CRLF2	5.181568027
MAGEF1	7.405545258
NPVF	3.873736787
MOAP1	8.474533196
SLC39A8	7.604380727
DUS1L	8.207594585
RRAGC	8.845557182
FN3K	4.850920645
NOD2	3.999826283
TINAGL1	6.59231937
LIN7B	6.067449131
XYLT1	6.166277548
XYLT2	6.40999122
IFIH1	5.826699615
ABCG4	5.193479455
C17orf75	7.48768975
NCAPG	9.454336194
ERAP2	6.558392255
OSGEPL1	7.583590518
DPEP2	4.460467121
P3H1	8.5753407
DPEP3	5.231498334
EDDM3B	3.736093409
POPDC3	8.311319442
MMS19	8.576486897
LHX5	5.389842203
DNAJC1	8.63198063
TFB2M	9.244153473
SEMA4A	6.02934554
PJA1	8.779443419
STRA6	5.933990116
ROBO3	6.398125762
TOR3A	8.26736793
MLST8	7.428245598
MS4A6A	4.87004051
MS4A5	4.317373658
PDLIM2	7.170082697
ABCG5	4.351219425
ARHGEF28	7.200895021
RAB17	6.010256314
RHBDF1	7.718928853
ZSCAN31	6.646388906
NOC3L	9.375904569
FBRS	6.45112939
RNF25	7.474374358
SOX17	4.520086501
NSD1	5.862009211
XPO4	6.891090254
HS1BP3	7.553575441
AZI2	6.768006121
HIF3A	4.578040942
NXN	9.83724714
SIL1	7.821919955
IKZF4	5.892487265
IKZF5	6.709801401
CHST8	5.87374992
MMP25	5.765564481
GREM2	4.212695847
ZMAT3	7.46964525
GMCL1	7.855287948
ZNF106	8.355951985
PALS1	8.838131751
AKTIP	8.431082182
CDH22	5.704101803
KLHL25	6.85400566
ARAP3	7.565938536
TMEM267	7.021099059
TMEM168	6.825563966
MTMR14	7.4762134
DCLRE1C	5.082760961
ATG3	7.859877828
INF2	6.945663176
POLR1E	7.931177663
TTC31	7.758809236
CIAO3	6.792605666
ZDHHC6	9.257776393
PCNX4	7.122686021
ACTR6	8.681747617
DNAI2	4.478588113
CPEB1	5.845916414
ALDH8A1	4.062575927
NDST4	4.30406494
CLEC7A	3.966520814
GPR135	4.978291978
TTTY15	4.58837206
MOSPD3	7.174763018
PLA2G2F	4.133176099
VPS16	7.117612154
EBF2	4.020855439
GORASP1	6.782533102
CTAGE1	3.682035935
TMPRSS3	3.938482114
COPS7B	7.604287735
NUCKS1	10.06497931
PDIA2	5.226328221
UNKL	7.115560023
WDR13	8.031623185
METTL17	8.437562877
ACBD3	9.66051635
MFSD1	10.40407101
PLPPR2	6.572851987
SMURF2	9.873967776
SMYD3	8.498630649
RUSF1	7.328831671
MTARC1	6.170488067
TNS3	8.642618284
FHIP2B	7.439608566
PARP12	7.681280949
GAREM1	6.116230516
ZNF574	7.163567148
CREB3L2	9.203754797
S100PBP	8.02725454
IPPK	6.288995256
MEAF6	8.046789621
ILRUN	7.419821467
ENGASE	6.661944178
CFAP68	6.853975868
RMND5B	6.513566544
MTHFSD	5.660028673
MICAL1	7.394702991
CERK	8.60557795
AEN	7.930625979
RBM15	8.384584977
GINS3	7.659129181
TBC1D15	7.889304529
EPS8L2	7.597833905
LMF1	5.712831596
EXO5	5.909089068
IFT22	7.448980966
CEP85	7.336921315
DDX31	7.197857535
RMND5A	7.293970635
DEPTOR	5.915968173
IQCH	4.360171554
EFCAB6	4.794934787
IL25	5.32118468
CYP3A43	4.199646508
KLC2	7.725364569
FNDC4	6.642801071
PORCN	7.899521357
MARCHF7	8.64864396
SPATA20	8.541728519
YTHDC2	6.897345368
SLC13A3	5.266711581
ETNPPL	3.711597232
TUT1	6.209069933
USP46	6.944804536
VWA1	5.724337269
DCLRE1B	7.2745484
NABP1	7.560908214
ARMCX5	7.1810787
METTL4	6.958363721
